
----------- Ïðîòîêîë ------------ Äàòà: 04.12.2025 16:18:40 ------------ 


----- Ïàðàìåòðû --------
-in: in.txt
-out: in.txt.out
-log: in.txt.log
---- Èñõîäíûå äàííûå ------
Êîëè÷åñòâî ñèìâîëîâ: 1987
Ïðîèãíîðèðîâàíî:   0
Êîëè÷åñòâî ñòðîê: 105

------------------------------ ÒÀÁËÈÖÀ ËÅÊÑÅÌ  ------------------------

|  N | ËÅÊÑÅÌÀ | ÑÒÐÎÊÀ | ÈÍÄÅÊÑ Â ÒÈ |
103 :                    i,i);ri;}ati[ti,ti]{eti;e     i,W);rE;}S$         
104 :                    ,i);ri;}ati[ti,ti]{eti;et     ,W);rE;}S$          
105 :                    i);ri;}ati[ti,ti]{eti;eti     W);rE;}S$           
106 :W->i                i);ri;}ati[ti,ti]{eti;eti     W);rE;}S$           
107 : SAVESTATE:          13
107 :                    i);ri;}ati[ti,ti]{eti;eti     i);rE;}S$           
108 :                    );ri;}ati[ti,ti]{eti;eti;     );rE;}S$            
109 :                    ;ri;}ati[ti,ti]{eti;eti;i     ;rE;}S$             
110 :                    ri;}ati[ti,ti]{eti;eti;i=     rE;}S$              
111 :                    i;}ati[ti,ti]{eti;eti;i=n     E;}S$               
112 :E->i                i;}ati[ti,ti]{eti;eti;i=n     E;}S$               
113 : SAVESTATE:          14
113 :                    i;}ati[ti,ti]{eti;eti;i=n     i;}S$               
114 :                    ;}ati[ti,ti]{eti;eti;i=n(     ;}S$                
115 :                    }ati[ti,ti]{eti;eti;i=n(i     }S$                 
116 :                    ati[ti,ti]{eti;eti;i=n(i)     S$                  
117 :S->ati[F]{TrE;}S    ati[ti,ti]{eti;eti;i=n(i)     S$                  
118 : SAVESTATE:          15
118 :                    ati[ti,ti]{eti;eti;i=n(i)     ati[F]{TrE;}S$      
119 :                    ti[ti,ti]{eti;eti;i=n(i);     ti[F]{TrE;}S$       
120 :                    i[ti,ti]{eti;eti;i=n(i);u     i[F]{TrE;}S$        
121 :                    [ti,ti]{eti;eti;i=n(i);ui     [F]{TrE;}S$         
122 :                    ti,ti]{eti;eti;i=n(i);ui;     F]{TrE;}S$          
123 :F->ti,F             ti,ti]{eti;eti;i=n(i);ui;     F]{TrE;}S$          
124 : SAVESTATE:          16
124 :                    ti,ti]{eti;eti;i=n(i);ui;     ti,F]{TrE;}S$       
125 :                    i,ti]{eti;eti;i=n(i);ui;^     i,F]{TrE;}S$        
126 :                    ,ti]{eti;eti;i=n(i);ui;^;     ,F]{TrE;}S$         
127 :                    ti]{eti;eti;i=n(i);ui;^;i     F]{TrE;}S$          
128 :F->ti,F             ti]{eti;eti;i=n(i);ui;^;i     F]{TrE;}S$          
129 : SAVESTATE:          17
129 :                    ti]{eti;eti;i=n(i);ui;^;i     ti,F]{TrE;}S$       
130 :                    i]{eti;eti;i=n(i);ui;^;i=     i,F]{TrE;}S$        
131 :                    ]{eti;eti;i=n(i);ui;^;i=y     ,F]{TrE;}S$         
132 : TS_NOK/NS_NORULECHï¿½IN
132 : RESSTATE            
132 :                    ti]{eti;eti;i=n(i);ui;^;i     F]{TrE;}S$          
133 :F->ti               ti]{eti;eti;i=n(i);ui;^;i     F]{TrE;}S$          
134 : SAVESTATE:          17
134 :                    ti]{eti;eti;i=n(i);ui;^;i     ti]{TrE;}S$         
135 :                    i]{eti;eti;i=n(i);ui;^;i=     i]{TrE;}S$          
136 :                    ]{eti;eti;i=n(i);ui;^;i=y     ]{TrE;}S$           
137 :                    {eti;eti;i=n(i);ui;^;i=y(     {TrE;}S$            
138 :                    eti;eti;i=n(i);ui;^;i=y(i     TrE;}S$             
139 :T->eti;             eti;eti;i=n(i);ui;^;i=y(i     TrE;}S$             
140 : SAVESTATE:          18
140 :                    eti;eti;i=n(i);ui;^;i=y(i     eti;rE;}S$          
141 :                    ti;eti;i=n(i);ui;^;i=y(i,     ti;rE;}S$           
142 :                    i;eti;i=n(i);ui;^;i=y(i,i     i;rE;}S$            
143 :                    ;eti;i=n(i);ui;^;i=y(i,i)     ;rE;}S$             
144 :                    eti;i=n(i);ui;^;i=y(i,i);     rE;}S$              
145 : TS_NOK/NS_NORULECHï¿½IN
145 : RESSTATE            
145 :                    eti;eti;i=n(i);ui;^;i=y(i     TrE;}S$             
146 :T->eti;T            eti;eti;i=n(i);ui;^;i=y(i     TrE;}S$             
147 : SAVESTATE:          18
147 :                    eti;eti;i=n(i);ui;^;i=y(i     eti;TrE;}S$         
148 :                    ti;eti;i=n(i);ui;^;i=y(i,     ti;TrE;}S$          
149 :                    i;eti;i=n(i);ui;^;i=y(i,i     i;TrE;}S$           
150 :                    ;eti;i=n(i);ui;^;i=y(i,i)     ;TrE;}S$            
151 :                    eti;i=n(i);ui;^;i=y(i,i);     TrE;}S$             
152 :T->eti;             eti;i=n(i);ui;^;i=y(i,i);     TrE;}S$             
153 : SAVESTATE:          19
153 :                    eti;i=n(i);ui;^;i=y(i,i);     eti;rE;}S$          
154 :                    ti;i=n(i);ui;^;i=y(i,i);r     ti;rE;}S$           
155 :                    i;i=n(i);ui;^;i=y(i,i);ri     i;rE;}S$            
156 :                    ;i=n(i);ui;^;i=y(i,i);ri;     ;rE;}S$             
157 :                    i=n(i);ui;^;i=y(i,i);ri;}     rE;}S$              
158 : TS_NOK/NS_NORULECHï¿½IN
158 : RESSTATE            
158 :                    eti;i=n(i);ui;^;i=y(i,i);     TrE;}S$             
159 :T->eti;T            eti;i=n(i);ui;^;i=y(i,i);     TrE;}S$             
160 : SAVESTATE:          19
160 :                    eti;i=n(i);ui;^;i=y(i,i);     eti;TrE;}S$         
161 :                    ti;i=n(i);ui;^;i=y(i,i);r     ti;TrE;}S$          
162 :                    i;i=n(i);ui;^;i=y(i,i);ri     i;TrE;}S$           
163 :                    ;i=n(i);ui;^;i=y(i,i);ri;     ;TrE;}S$            
164 :                    i=n(i);ui;^;i=y(i,i);ri;}     TrE;}S$             
165 :T->i=E;             i=n(i);ui;^;i=y(i,i);ri;}     TrE;}S$             
166 : SAVESTATE:          20
166 :                    i=n(i);ui;^;i=y(i,i);ri;}     i=E;rE;}S$          
167 :                    =n(i);ui;^;i=y(i,i);ri;}a     =E;rE;}S$           
168 :                    n(i);ui;^;i=y(i,i);ri;}ah     E;rE;}S$            
169 :E->n(W)             n(i);ui;^;i=y(i,i);ri;}ah     E;rE;}S$            
170 : SAVESTATE:          21
170 :                    n(i);ui;^;i=y(i,i);ri;}ah     n(W);rE;}S$         
171 :                    (i);ui;^;i=y(i,i);ri;}ahi     (W);rE;}S$          
172 :                    i);ui;^;i=y(i,i);ri;}ahi[     W);rE;}S$           
173 :W->i                i);ui;^;i=y(i,i);ri;}ahi[     W);rE;}S$           
174 : SAVESTATE:          22
174 :                    i);ui;^;i=y(i,i);ri;}ahi[     i);rE;}S$           
175 :                    );ui;^;i=y(i,i);ri;}ahi[t     );rE;}S$            
176 :                    ;ui;^;i=y(i,i);ri;}ahi[ti     ;rE;}S$             
177 :                    ui;^;i=y(i,i);ri;}ahi[ti]     rE;}S$              
178 : TS_NOK/NS_NORULECHï¿½IN
178 : RESSTATE            
178 :                    i);ui;^;i=y(i,i);ri;}ahi[     W);rE;}S$           
179 :W->i,W              i);ui;^;i=y(i,i);ri;}ahi[     W);rE;}S$           
180 : SAVESTATE:          22
180 :                    i);ui;^;i=y(i,i);ri;}ahi[     i,W);rE;}S$         
181 :                    );ui;^;i=y(i,i);ri;}ahi[t     ,W);rE;}S$          
182 : TS_NOK/NS_NORULECHï¿½IN
182 : RESSTATE            
182 :                    i);ui;^;i=y(i,i);ri;}ahi[     W);rE;}S$           
183 : TNS_NORULECHAIN/NS_NORULE
183 : RESSTATE            
183 :                    n(i);ui;^;i=y(i,i);ri;}ah     E;rE;}S$            
184 : TNS_NORULECHAIN/NS_NORULE
184 : RESSTATE            
184 :                    i=n(i);ui;^;i=y(i,i);ri;}     TrE;}S$             
185 :T->i=E;T            i=n(i);ui;^;i=y(i,i);ri;}     TrE;}S$             
186 : SAVESTATE:          20
186 :                    i=n(i);ui;^;i=y(i,i);ri;}     i=E;TrE;}S$         
187 :                    =n(i);ui;^;i=y(i,i);ri;}a     =E;TrE;}S$          
188 :                    n(i);ui;^;i=y(i,i);ri;}ah     E;TrE;}S$           
189 :E->n(W)             n(i);ui;^;i=y(i,i);ri;}ah     E;TrE;}S$           
190 : SAVESTATE:          21
190 :                    n(i);ui;^;i=y(i,i);ri;}ah     n(W);TrE;}S$        
191 :                    (i);ui;^;i=y(i,i);ri;}ahi     (W);TrE;}S$         
192 :                    i);ui;^;i=y(i,i);ri;}ahi[     W);TrE;}S$          
193 :W->i                i);ui;^;i=y(i,i);ri;}ahi[     W);TrE;}S$          
194 : SAVESTATE:          22
194 :                    i);ui;^;i=y(i,i);ri;}ahi[     i);TrE;}S$          
195 :                    );ui;^;i=y(i,i);ri;}ahi[t     );TrE;}S$           
196 :                    ;ui;^;i=y(i,i);ri;}ahi[ti     ;TrE;}S$            
197 :                    ui;^;i=y(i,i);ri;}ahi[ti]     TrE;}S$             
198 :T->ui;              ui;^;i=y(i,i);ri;}ahi[ti]     TrE;}S$             
199 : SAVESTATE:          23
199 :                    ui;^;i=y(i,i);ri;}ahi[ti]     ui;rE;}S$           
200 :                    i;^;i=y(i,i);ri;}ahi[ti]{     i;rE;}S$            
201 :                    ;^;i=y(i,i);ri;}ahi[ti]{e     ;rE;}S$             
202 :                    ^;i=y(i,i);ri;}ahi[ti]{et     rE;}S$              
203 : TS_NOK/NS_NORULECHï¿½IN
203 : RESSTATE            
203 :                    ui;^;i=y(i,i);ri;}ahi[ti]     TrE;}S$             
204 :T->ui;T             ui;^;i=y(i,i);ri;}ahi[ti]     TrE;}S$             
205 : SAVESTATE:          23
205 :                    ui;^;i=y(i,i);ri;}ahi[ti]     ui;TrE;}S$          
206 :                    i;^;i=y(i,i);ri;}ahi[ti]{     i;TrE;}S$           
207 :                    ;^;i=y(i,i);ri;}ahi[ti]{e     ;TrE;}S$            
208 :                    ^;i=y(i,i);ri;}ahi[ti]{et     TrE;}S$             
209 :T->^;               ^;i=y(i,i);ri;}ahi[ti]{et     TrE;}S$             
210 : SAVESTATE:          24
210 :                    ^;i=y(i,i);ri;}ahi[ti]{et     ^;rE;}S$            
211 :                    ;i=y(i,i);ri;}ahi[ti]{eti     ;rE;}S$             
212 :                    i=y(i,i);ri;}ahi[ti]{eti;     rE;}S$              
213 : TS_NOK/NS_NORULECHï¿½IN
213 : RESSTATE            
213 :                    ^;i=y(i,i);ri;}ahi[ti]{et     TrE;}S$             
214 :T->^;T              ^;i=y(i,i);ri;}ahi[ti]{et     TrE;}S$             
215 : SAVESTATE:          24
215 :                    ^;i=y(i,i);ri;}ahi[ti]{et     ^;TrE;}S$           
216 :                    ;i=y(i,i);ri;}ahi[ti]{eti     ;TrE;}S$            
217 :                    i=y(i,i);ri;}ahi[ti]{eti;     TrE;}S$             
218 :T->i=E;             i=y(i,i);ri;}ahi[ti]{eti;     TrE;}S$             
219 : SAVESTATE:          25
219 :                    i=y(i,i);ri;}ahi[ti]{eti;     i=E;rE;}S$          
220 :                    =y(i,i);ri;}ahi[ti]{eti;i     =E;rE;}S$           
221 :                    y(i,i);ri;}ahi[ti]{eti;i=     E;rE;}S$            
222 :E->y(W)             y(i,i);ri;}ahi[ti]{eti;i=     E;rE;}S$            
223 : SAVESTATE:          26
223 :                    y(i,i);ri;}ahi[ti]{eti;i=     y(W);rE;}S$         
224 :                    (i,i);ri;}ahi[ti]{eti;i=l     (W);rE;}S$          
225 :                    i,i);ri;}ahi[ti]{eti;i=l;     W);rE;}S$           
226 :W->i                i,i);ri;}ahi[ti]{eti;i=l;     W);rE;}S$           
227 : SAVESTATE:          27
227 :                    i,i);ri;}ahi[ti]{eti;i=l;     i);rE;}S$           
228 :                    ,i);ri;}ahi[ti]{eti;i=l;i     );rE;}S$            
229 : TS_NOK/NS_NORULECHï¿½IN
229 : RESSTATE            
229 :                    i,i);ri;}ahi[ti]{eti;i=l;     W);rE;}S$           
230 :W->i,W              i,i);ri;}ahi[ti]{eti;i=l;     W);rE;}S$           
231 : SAVESTATE:          27
231 :                    i,i);ri;}ahi[ti]{eti;i=l;     i,W);rE;}S$         
232 :                    ,i);ri;}ahi[ti]{eti;i=l;i     ,W);rE;}S$          
233 :                    i);ri;}ahi[ti]{eti;i=l;i=     W);rE;}S$           
234 :W->i                i);ri;}ahi[ti]{eti;i=l;i=     W);rE;}S$           
235 : SAVESTATE:          28
235 :                    i);ri;}ahi[ti]{eti;i=l;i=     i);rE;}S$           
236 :                    );ri;}ahi[ti]{eti;i=l;i=y     );rE;}S$            
237 :                    ;ri;}ahi[ti]{eti;i=l;i=y(     ;rE;}S$             
238 :                    ri;}ahi[ti]{eti;i=l;i=y(i     rE;}S$              
239 :                    i;}ahi[ti]{eti;i=l;i=y(i,     E;}S$               
240 :E->i                i;}ahi[ti]{eti;i=l;i=y(i,     E;}S$               
241 : SAVESTATE:          29
241 :                    i;}ahi[ti]{eti;i=l;i=y(i,     i;}S$               
242 :                    ;}ahi[ti]{eti;i=l;i=y(i,i     ;}S$                
243 :                    }ahi[ti]{eti;i=l;i=y(i,i)     }S$                 
244 :                    ahi[ti]{eti;i=l;i=y(i,i);     S$                  
245 :S->ati[F]{TrE;}S    ahi[ti]{eti;i=l;i=y(i,i);     S$                  
246 : SAVESTATE:          30
246 :                    ahi[ti]{eti;i=l;i=y(i,i);     ati[F]{TrE;}S$      
247 :                    hi[ti]{eti;i=l;i=y(i,i);u     ti[F]{TrE;}S$       
248 : TS_NOK/NS_NORULECHï¿½IN
248 : RESSTATE            
248 :                    ahi[ti]{eti;i=l;i=y(i,i);     S$                  
249 :S->ati[F]{TrE;}     ahi[ti]{eti;i=l;i=y(i,i);     S$                  
250 : SAVESTATE:          30
250 :                    ahi[ti]{eti;i=l;i=y(i,i);     ati[F]{TrE;}$       
251 :                    hi[ti]{eti;i=l;i=y(i,i);u     ti[F]{TrE;}$        
252 : TS_NOK/NS_NORULECHï¿½IN
252 : RESSTATE            
252 :                    ahi[ti]{eti;i=l;i=y(i,i);     S$                  
253 :S->ahi[F]{Pr;}S     ahi[ti]{eti;i=l;i=y(i,i);     S$                  
254 : SAVESTATE:          30
254 :                    ahi[ti]{eti;i=l;i=y(i,i);     ahi[F]{Pr;}S$       
255 :                    hi[ti]{eti;i=l;i=y(i,i);u     hi[F]{Pr;}S$        
256 :                    i[ti]{eti;i=l;i=y(i,i);ui     i[F]{Pr;}S$         
257 :                    [ti]{eti;i=l;i=y(i,i);ui;     [F]{Pr;}S$          
258 :                    ti]{eti;i=l;i=y(i,i);ui;^     F]{Pr;}S$           
259 :F->ti,F             ti]{eti;i=l;i=y(i,i);ui;^     F]{Pr;}S$           
260 : SAVESTATE:          31
260 :                    ti]{eti;i=l;i=y(i,i);ui;^     ti,F]{Pr;}S$        
261 :                    i]{eti;i=l;i=y(i,i);ui;^;     i,F]{Pr;}S$         
262 :                    ]{eti;i=l;i=y(i,i);ui;^;r     ,F]{Pr;}S$          
263 : TS_NOK/NS_NORULECHï¿½IN
263 : RESSTATE            
263 :                    ti]{eti;i=l;i=y(i,i);ui;^     F]{Pr;}S$           
264 :F->ti               ti]{eti;i=l;i=y(i,i);ui;^     F]{Pr;}S$           
265 : SAVESTATE:          31
265 :                    ti]{eti;i=l;i=y(i,i);ui;^     ti]{Pr;}S$          
266 :                    i]{eti;i=l;i=y(i,i);ui;^;     i]{Pr;}S$           
